university_id,major_name_en,major_name_cn,degree_level,is_active,notes
14,Master of Engineering Science,工程科学硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-engineering-science
14,Master of Environmental Science,环境科学硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-environmental-science
14,Master of Environmental Studies,环境研究硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-environmental-studies
14,Master of Exercise Science (Strength and Conditioning),运动科学硕士（力量与体能训练）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-exercise-science-strength-and-conditioning
14,Master of Finance,金融硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-finance
14,Master of Horticultural Science,园艺科学硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-horticultural-science
14,Master of Human Resource Management,人力资源管理硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-human-resource-management
14,Master of Human Resource Management (Accelerated Online),人力资源管理硕士（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-human-resource-management-accelerated-online
14,Master of International Hospitality Management,国际酒店管理硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-international-hospitality-management
14,Master of Laws (Research),法学硕士（研究型）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-laws-research
14,Master of Management Information Systems,管理 信息 系统硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-management-information-systems
14,Master of Marketing and Innovation Management,市场与创新管理硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-marketing-and-innovation-management
14,Master of Medical and Health Science by Research,医学与健康科学硕士（研究型）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-medical-and-health-science-by-research
14,Master of Mental Health (Accelerated Online),心理健康硕士（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-mental-health-accelerated-online
14,Master of Mental Health Nursing,精神健康护理硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-mental-health-nursing
14,Master of Midwifery,助产学硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-midwifery
14,Master of Midwifery (Research),助产学硕士（研究型）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-midwifery-research
14,Master of News and Entertainment Media,新闻与娱乐媒体硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-news-and-entertainment-media
14,Master of Nursing (Graduate Entry),护理学硕士（研究生入学路径）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-nursing-graduate-entry
14,Master of Nursing (Nurse Practitioner),护理学硕士（执业护士方向）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-nursing-nurse-practitioner
14,Master of Nursing (Research),护理学硕士（研究型）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-nursing-research
14,Master of Nursing Studies,护理研究硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-nursing-studies
14,Master of Nutrition and Dietetics,营养与膳食学硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-nutrition-and-dietetics
14,Master of Paramedic Practitioner,急救医学从业者硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-paramedic-practitioner
14,Master of Professional Accounting,专业会计硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-professional-accounting
14,Master of Professional Psychology,专业心理学硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-professional-psychology
14,Master of Project Management,项目管理硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-project-management
14,Master of Project Management (Accelerated Online),项目管理硕士（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-project-management-accelerated-online
14,Master of Public Health,公共卫生硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-public-health
14,Master of Science by Research,理学硕士（研究型）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-science-by-research
14,Master of Screen Production,影视制作硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-screen-production
14,Master of Social Work (Qualifying),社会工作硕士（认证路径）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-social-work-qualifying
14,Master of Supply Chain and Logistics Management,供应链与物流管理硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-supply-chain-and-logistics-management
14,Master of Teaching (Early Childhood),教学硕士（幼儿教育）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-teaching-early-childhood
14,Master of Teaching (Primary),教学硕士（小学）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-teaching-primary
14,Master of Teaching (Secondary),教学硕士（中学）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-teaching-secondary
14,Master of Technology,技术硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-technology
